rsu_id,rsu_position_x,rsu_position_y,vehicle_id,vehicle_type,speed,edge_id,lane_id,lane_position,vehicles_ahead_count,same_direction_ahead,distance_to_traffic_light,next_traffic_light,traffic_light_state,time_to_red_light,edge_occupancy_percentage,battery_charge,battery_capacity,battery_percentage,sim_time,position,rsu_position,collection_timestamp
RSU_Dhormotola,-194.59,27.16,R2_Easybike_ER-02B,EV,11.210263933901825,E3,E3_0,1207.4789539336964,3,2,682.8,J1,rrrGGGrr,20.0,9.52,1377.66,3000.0,45.922000000000004,135.0,"(-207.70232231228266, 91.56481362324244)","(-194.59, 27.16)",2025-12-01T20:48:52Z
RSU_Dhormotola,-194.59,27.16,R3_Default_EV,EV,13.576889735060208,E3,E3_1,989.3642107456183,8,3,900.9,J1,rrrGGGrr,20.0,9.52,17372.61,35000.0,49.636028571428575,135.0,"(-206.7575293417799, 109.34756037737252)","(-194.59, 27.16)",2025-12-01T20:48:52Z
RSU_Dhormotola,-194.59,27.16,R3_Easybike_ER-02B,EV,13.501520101656206,E3,E3_0,1131.4742007733303,4,3,758.8,J1,rrrGGGrr,20.0,9.52,1362.43,3000.0,45.41433333333333,135.0,"(-208.47954678621767, 97.61855996549052)","(-194.59, 27.16)",2025-12-01T20:48:52Z
RSU_Dhormotola,-194.59,27.16,R1_Default_EV,EV,13.658227593731135,E3,E3_0,1599.7668614126303,1,1,290.5,J1,rrrGGGrr,15.0,9.92,17320.1,35000.0,49.486,140.0,"(-203.69078685109818, 60.31924823079882)","(-194.59, 27.16)",2025-12-01T20:49:00Z
RSU_Dhormotola,-194.59,27.16,R1_Easybike_ER-02B,EV,13.48235609671101,E3,E3_0,1761.071368692358,0,0,129.2,J1,rrrGGGrr,15.0,9.92,1307.76,3000.0,43.592,140.0,"(-202.0412872395501, 47.47141266356235)","(-194.59, 27.16)",2025-12-01T20:49:00Z
RSU_Dhormotola,-194.59,27.16,R1_Electric_Rickshaw_V8,EV,7.663766824612394,E3,E3_0,948.1177424161484,10,7,942.2,J1,rrrGGGrr,15.0,9.92,1173.24,2500.0,46.9296,140.0,"(-210.35454961121943, 112.22282407993775)","(-194.59, 27.16)",2025-12-01T20:49:00Z
RSU_Dhormotola,-194.59,27.16,R1_Small_Easybike_V12,EV,7.420124006429687,E3,E3_0,975.5617565003291,9,6,914.7,J1,rrrGGGrr,15.0,9.92,922.65,2000.0,46.1325,140.0,"(-210.07390717081526, 110.03692000196291)","(-194.59, 27.16)",2025-12-01T20:49:00Z
RSU_Dhormotola,-194.59,27.16,R2_Default_EV,EV,12.645363259337977,E3,E3_1,1146.6300554249842,5,1,743.6,J1,rrrGGGrr,15.0,9.92,17371.19,35000.0,49.631971428571426,140.0,"(-205.14849711581394, 96.82140257274817)","(-194.59, 27.16)",2025-12-01T20:49:00Z
RSU_Dhormotola,-194.59,27.16,R2_Easybike_ER-02B,EV,11.395066998930798,E3,E3_0,1264.0077843969223,3,2,626.3,J1,rrrGGGrr,15.0,9.92,1372.41,3000.0,45.74700000000001,140.0,"(-207.12425859005413, 87.06231626065949)","(-194.59, 27.16)",2025-12-01T20:49:00Z
RSU_Dhormotola,-194.59,27.16,R3_Default_EV,EV,13.702645143237897,E3,E3_1,1056.760042735645,8,2,833.5,J1,rrrGGGrr,15.0,9.92,17366.12,35000.0,49.61748571428571,140.0,"(-206.06798314191158, 103.97951095378532)","(-194.59, 27.16)",2025-12-01T20:49:00Z
